Index,Image,Output
27900,81235,No
27901,114357,Yes
27902,56554,No
27903,17789,No
27904,32478,No
27905,152535,No
27906,132309,Yes
27907,165965,Yes
27908,147180,Yes
27909,1496,No
27910,16384,No
27911,108601,Yes
27912,204518,No
27913,76566,Yes
27914,167900,Yes
27915,48898,Yes
27916,29102,No
27917,157109,Yes
27918,164564,No
27919,49071,Yes
27920,125405,No
27921,79429,Yes
27922,200593,No
27923,185391,Yes
27924,194091,Yes
27925,12137,No
27926,91356,No
27927,29064,No
27928,46209,No
27929,30038,No
27930,85805,No
27931,148195,Yes
27932,84800,No
27933,96918,Yes
27934,50380,Yes
27935,120196,No
27936,33041,No
27937,170249,Yes
27938,156391,Yes
27939,146792,Yes
27940,88649,Yes
27941,100416,Yes
27942,39378,Yes
27943,74582,No
27944,43675,Yes
27945,55635,Yes
27946,71929,Yes
27947,66344,Yes
27948,47053,Yes
27949,84433,Yes
27950,48613,No
27951,84662,No
27952,201020,No
27953,208358,Yes
27954,62109,Yes
27955,54811,Yes
27956,31500,Yes
27957,129316,Yes
27958,169458,Yes
27959,155623,Yes
27960,175091,Yes
27961,159860,Yes
27962,99804,Yes
27963,129172,No
27964,180730,No
27965,112960,No
27966,16503,No
27967,35100,Yes
27968,2936,No
27969,64188,No
27970,10735,No
27971,206889,Yes
27972,151966,No
27973,88491,Yes
27974,157203,No
27975,156216,Yes
27976,139881,No
27977,52375,No
27978,87547,Yes
27979,96684,No
27980,47585,No
27981,206218,Yes
27982,152476,No
27983,105975,Yes
27984,16,No
27985,194563,No
27986,5611,No
27987,11898,No
27988,48936,Yes
27989,128943,Yes
27990,31022,Yes
27991,187507,Yes
27992,89671,Yes
27993,118001,Yes
27994,120365,Yes
27995,107677,Yes
27996,137889,Yes
27997,178591,Yes
27998,37124,Yes
27999,205444,Yes
28000,59921,Yes
28001,98673,Yes
28002,61448,Yes
28003,99028,No
28004,68262,Yes
28005,27808,No
28006,118916,No
28007,1917,No
28008,9386,No
28009,162999,Yes
28010,1101,No
28011,187473,Yes
28012,50017,Yes
28013,197662,Yes
28014,2399,No
28015,157443,Yes
28016,52391,Yes
28017,156607,No
28018,115917,No
28019,169015,Yes
28020,96887,Yes
28021,187912,No
28022,166518,Yes
28023,137924,No
28024,169726,Yes
28025,193145,No
28026,188157,Yes
28027,203222,Yes
28028,37545,Yes
28029,133681,Yes
28030,115515,Yes
28031,31525,Yes
28032,197522,No
28033,25470,No
28034,29357,No
28035,55230,No
28036,158699,Yes
28037,129047,No
28038,29354,No
28039,29751,No
28040,22183,No
28041,158433,No
28042,153826,Yes
28043,99875,Yes
28044,199761,No
28045,9358,No
28046,24008,No
28047,148893,No
28048,163157,No
28049,155425,No
28050,164053,Yes
28051,33793,No
28052,43302,No
28053,45397,Yes
28054,154045,Yes
28055,15871,No
28056,173974,No
28057,76527,Yes
28058,125229,Yes
28059,90271,Yes
28060,88850,No
28061,38426,No
28062,4924,No
28063,185874,Yes
28064,208206,No
28065,113133,Yes
28066,168937,Yes
28067,102484,Yes
28068,73913,No
28069,130124,No
28070,116393,Yes
28071,25549,No
28072,114945,Yes
28073,200424,No
28074,118440,Yes
28075,117633,No
28076,83431,No
28077,176078,Yes
28078,113030,Yes
28079,4918,No
28080,51452,Yes
28081,7164,Yes
28082,76398,No
28083,92658,Yes
28084,37447,Yes
28085,31473,Yes
28086,96833,Yes
28087,139608,Yes
28088,126104,Yes
28089,127961,No
28090,164932,Yes
28091,86690,Yes
28092,56876,Yes
28093,97434,Yes
28094,39033,No
28095,150652,No
28096,5442,No
28097,37943,No
28098,75210,Yes
28099,200078,No
28100,34054,Yes
28101,183799,No
28102,171204,Yes
28103,100605,Yes
28104,92097,Yes
28105,193292,No
28106,55706,No
28107,97684,Yes
28108,64921,No
28109,41553,No
28110,109605,Yes
28111,13698,No
28112,203124,Yes
28113,5126,No
28114,145823,No
28115,142206,No
28116,114401,Yes
28117,69171,No
28118,133398,No
28119,8390,No
28120,141450,Yes
28121,199871,No
28122,160895,No
28123,4706,No
28124,197472,No
28125,86586,No
28126,19824,No
28127,67052,Yes
28128,49483,Yes
28129,207819,Yes
28130,39504,No
28131,144048,No
28132,129698,No
28133,111770,No
28134,171662,No
28135,158939,Yes
28136,60055,No
28137,23186,No
28138,167759,Yes
28139,123937,Yes
28140,196830,No
28141,90391,Yes
28142,63680,No
28143,62935,No
28144,18283,No
28145,103385,No
28146,162493,Yes
28147,150956,Yes
28148,143604,Yes
28149,204141,No
28150,35263,Yes
28151,99063,No
28152,148841,No
28153,10040,No
28154,99598,No
28155,123319,Yes
28156,160546,Yes
28157,12382,No
28158,45762,No
28159,185054,Yes
28160,203344,No
28161,112876,No
28162,12640,No
28163,145333,No
28164,96288,Yes
28165,112314,No
28166,100528,Yes
28167,193879,No
28168,36241,Yes
28169,114172,No
28170,76754,No
28171,121726,No
28172,95670,Yes
28173,115517,Yes
28174,152694,Yes
28175,17813,No
28176,162408,Yes
28177,186186,No
28178,57448,Yes
28179,99187,No
28180,52417,Yes
28181,174335,Yes
28182,5142,No
28183,82658,Yes
28184,128328,No
28185,171680,No
28186,95903,No
28187,193839,No
28188,91330,No
28189,83903,Yes
28190,176626,Yes
28191,87865,Yes
28192,201345,Yes
28193,86603,Yes
28194,149491,No
28195,135170,No
28196,176167,Yes
28197,197897,Yes
28198,13316,No
28199,190463,Yes
28200,38190,Yes
28201,24851,No
28202,85562,Yes
28203,68793,Yes
28204,139753,Yes
28205,191875,Yes
28206,126844,Yes
28207,154513,Yes
28208,119906,No
28209,204781,No
28210,194923,Yes
28211,178694,Yes
28212,183865,Yes
28213,4823,No
28214,72826,Yes
28215,37529,Yes
28216,177634,No
28217,164930,Yes
28218,25180,No
28219,189050,No
28220,89547,No
28221,152718,Yes
28222,130255,No
28223,186037,No
28224,154933,No
28225,169206,No
28226,12425,No
28227,189820,Yes
28228,206348,No
28229,5124,No
28230,65013,Yes
28231,103980,No
28232,175780,Yes
28233,58357,No
28234,67032,Yes
28235,147616,No
28236,209274,Yes
28237,132949,Yes
28238,187246,No
28239,141141,No
28240,128048,No
28241,68163,Yes
28242,90773,No
28243,23684,No
28244,146969,Yes
28245,132063,No
28246,128040,Yes
28247,102354,Yes
28248,144310,Yes
28249,123234,Yes
28250,135092,No
28251,105298,Yes
28252,9171,No
28253,161878,Yes
28254,85685,Yes
28255,29804,No
28256,171209,Yes
28257,59301,Yes
28258,129690,No
28259,21108,No
28260,204393,Yes
28261,95979,No
28262,117580,Yes
28263,55098,Yes
28264,1613,No
28265,126844,Yes
28266,55947,No
28267,140397,Yes
28268,205060,Yes
28269,76136,No
28270,74863,Yes
28271,100000,Yes
28272,69614,No
28273,90231,Yes
28274,186548,No
28275,176474,No
28276,183708,No
28277,131760,Yes
28278,153335,Yes
28279,38539,Yes
28280,168250,Yes
28281,46452,Yes
28282,147922,Yes
28283,159001,No
28284,177023,No
28285,139042,Yes
28286,181768,No
28287,80129,Yes
28288,161202,Yes
28289,67140,Yes
28290,38240,Yes
28291,156643,No
28292,84399,Yes
28293,125025,Yes
28294,193897,No
28295,89551,Yes
28296,182136,Yes
28297,106112,No
28298,87618,No
28299,77064,Yes
28300,116451,No
28301,181639,Yes
28302,157461,Yes
28303,78990,Yes
28304,140077,Yes
28305,127349,Yes
28306,51697,No
28307,112417,Yes
28308,167367,Yes
28309,58008,Yes
28310,57791,No
28311,123538,No
28312,53381,Yes
28313,25270,No
28314,130128,No
28315,15762,No
28316,84077,No
28317,196604,Yes
28318,73847,No
28319,71935,Yes
28320,130255,No
28321,105820,Yes
28322,139941,No
28323,56287,Yes
28324,51243,Yes
28325,177763,No
28326,101331,No
28327,61071,Yes
28328,39853,Yes
28329,42846,Yes
28330,29665,No
28331,35651,Yes
28332,181814,No
28333,81908,Yes
28334,180213,Yes
28335,203639,Yes
28336,105822,Yes
28337,165712,No
28338,143592,No
28339,21297,No
28340,79516,Yes
28341,209715,Yes
28342,71229,Yes
28343,107063,Yes
28344,42735,No
28345,124053,Yes
28346,79665,Yes
28347,181752,No
28348,144912,Yes
28349,104671,Yes
28350,138315,Yes
28351,175121,Yes
28352,98598,No
28353,208264,No
28354,40221,No
28355,145704,No
28356,86368,No
28357,169984,No
28358,20041,No
28359,61775,No
28360,36589,Yes
28361,41939,No
28362,198289,Yes
28363,71400,Yes
28364,160794,Yes
28365,122852,Yes
28366,105051,No
28367,17009,No
28368,88722,No
28369,32054,Yes
28370,114654,No
28371,147100,No
28372,137160,Yes
28373,43565,Yes
28374,144187,No
28375,115563,Yes
28376,142585,Yes
28377,23313,No
28378,69800,No
28379,75302,Yes
28380,113038,Yes
28381,108689,Yes
28382,149115,Yes
28383,141682,No
28384,124632,Yes
28385,34968,No
28386,110888,Yes
28387,111529,Yes
28388,199013,Yes
28389,57935,Yes
28390,138293,Yes
28391,127991,No
28392,101702,Yes
28393,77511,No
28394,36056,No
28395,10814,No
28396,100706,No
28397,196691,Yes
28398,61904,No
28399,31598,Yes
28400,89162,Yes
28401,34418,Yes
28402,142313,No
28403,170902,No
28404,28476,No
28405,155112,Yes
28406,145023,Yes
28407,140318,No
28408,159608,No
28409,45654,No
28410,93965,Yes
28411,192518,No
28412,49272,No
28413,8307,No
28414,173832,Yes
28415,185375,No
28416,74237,Yes
28417,193133,No
28418,179745,Yes
28419,27383,No
28420,98606,Yes
28421,177832,Yes
28422,119710,Yes
28423,115989,No
28424,125641,Yes
28425,40932,No
28426,28181,No
28427,87526,Yes
28428,159130,No
28429,204123,Yes
28430,99613,No
28431,122204,Yes
28432,24491,No
28433,57062,No
28434,191526,No
28435,45229,Yes
28436,29774,No
28437,140258,Yes
28438,140159,Yes
28439,16571,No
28440,147245,Yes
28441,42688,No
28442,65533,No
28443,99237,Yes
28444,103933,No
28445,104772,Yes
28446,90463,Yes
28447,163092,Yes
28448,23498,No
28449,65209,Yes
28450,27297,No
28451,12782,No
28452,127560,Yes
28453,203836,Yes
28454,96039,No
28455,164894,Yes
28456,35968,No
28457,197627,Yes
28458,39536,No
28459,145491,Yes
28460,35879,Yes
28461,65763,Yes
28462,203055,Yes
28463,23,No
28464,12871,No
28465,22207,No
28466,97343,No
28467,134616,Yes
28468,134401,No
28469,143180,Yes
28470,79900,No
28471,7753,No
28472,201455,Yes
28473,152592,No
28474,209231,Yes
28475,189851,No
28476,93188,No
28477,42501,Yes
28478,49422,Yes
28479,41715,Yes
28480,107761,Yes
28481,25873,No
28482,88095,Yes
28483,178435,Yes
28484,126430,Yes
28485,209062,Yes
28486,13481,No
28487,207449,Yes
28488,38330,Yes
28489,191771,Yes
28490,113970,No
28491,21690,No
28492,96946,Yes
28493,17639,No
28494,185745,Yes
28495,42254,Yes
28496,16631,No
28497,153247,Yes
28498,198621,Yes
28499,138353,Yes
28500,121940,No
28501,93931,Yes
28502,22637,No
28503,189114,No
28504,123519,No
28505,22705,No
28506,58657,Yes
28507,47252,Yes
28508,108986,Yes
28509,57640,No
28510,117128,No
28511,92603,Yes
28512,78339,Yes
28513,119247,Yes
28514,179902,No
28515,205240,No
28516,28339,No
28517,26137,No
28518,84068,No
28519,186339,Yes
28520,59563,No
28521,13710,No
28522,77791,Yes
28523,130471,Yes
28524,31430,Yes
28525,157777,Yes
28526,9586,No
28527,43541,Yes
28528,158487,No
28529,8333,No
28530,54303,Yes
28531,153901,Yes
28532,61341,No
28533,40649,Yes
28534,157002,Yes
28535,27594,No
28536,183477,Yes
28537,16423,No
28538,92858,Yes
28539,117724,No
28540,58540,Yes
28541,93278,Yes
28542,82882,No
28543,72384,Yes
28544,1117,No
28545,111369,Yes
28546,33639,No
28547,6779,No
28548,66174,No
28549,90017,No
28550,201237,Yes
28551,151263,No
28552,145020,Yes
28553,162210,Yes
28554,202326,No
28555,64368,No
28556,68551,No
28557,150903,Yes
28558,145441,Yes
28559,50551,No
28560,17160,No
28561,40144,No
28562,195610,No
28563,60446,Yes
28564,54470,Yes
28565,109045,Yes
28566,108898,Yes
28567,99543,No
28568,129553,No
28569,73600,Yes
28570,68475,No
28571,47791,Yes
28572,24373,No
28573,125343,Yes
28574,1997,No
28575,9277,No
28576,83430,No
28577,165078,No
28578,115177,No
28579,80707,Yes
28580,72209,Yes
28581,50393,Yes
28582,28174,Yes
28583,137985,No
28584,131095,Yes
28585,126761,Yes
28586,53883,Yes
28587,186218,Yes
28588,940,No
28589,157174,No
28590,66831,Yes
28591,169969,No
28592,161235,Yes
28593,66584,Yes
28594,123889,Yes
28595,15231,No
28596,14527,No
28597,7378,No
28598,206626,Yes
28599,196254,No
28600,36535,Yes
28601,5241,No
28602,107984,Yes
28603,122153,Yes
28604,98587,No
28605,76992,No
28606,98105,Yes
28607,140671,Yes
28608,45661,No
28609,46304,No
28610,29479,No
28611,31892,No
28612,114563,Yes
28613,165494,Yes
28614,171832,No
28615,72473,Yes
28616,187502,Yes
28617,11162,No
28618,70226,No
28619,142922,No
28620,151529,Yes
28621,28547,No
28622,20138,No
28623,41228,Yes
28624,139267,No
28625,109706,No
28626,101067,Yes
28627,152003,Yes
28628,97973,No
28629,53499,No
28630,58423,Yes
28631,144826,Yes
28632,173802,Yes
28633,47724,Yes
28634,213,No
28635,160479,Yes
28636,140647,Yes
28637,97946,No
28638,112299,Yes
28639,100895,No
28640,127753,No
28641,93647,No
28642,143300,Yes
28643,165372,Yes
28644,57551,No
28645,184399,Yes
28646,41844,Yes
28647,65111,Yes
28648,56650,Yes
28649,50713,Yes
28650,120506,No
28651,147075,No
28652,135883,Yes
28653,158862,Yes
28654,167867,Yes
28655,133200,No
28656,7510,No
28657,198301,Yes
28658,125904,Yes
28659,124667,Yes
28660,153047,No
28661,33250,Yes
28662,184967,No
28663,145990,No
28664,159698,No
28665,88336,No
28666,114022,No
28667,169941,No
28668,153162,No
28669,12668,No
28670,33029,No
28671,4509,No
28672,154957,No
28673,145340,Yes
28674,167275,Yes
28675,114472,Yes
28676,99878,Yes
28677,118737,No
28678,46362,No
28679,54143,No
28680,140475,No
28681,195051,No
28682,138803,Yes
28683,155313,No
28684,191446,No
28685,14953,No
28686,155050,Yes
28687,113432,No
28688,86278,Yes
28689,57870,Yes
28690,75092,No
28691,37591,Yes
28692,10007,No
28693,175767,Yes
28694,108802,Yes
28695,201135,No
28696,102256,Yes
28697,181330,Yes
28698,159880,Yes
28699,28508,No
28700,49908,No
28701,80790,Yes
28702,164289,Yes
28703,93138,No
28704,141945,Yes
28705,188097,Yes
28706,105091,No
28707,6564,No
28708,4127,No
28709,35876,Yes
28710,188949,No
28711,169085,Yes
28712,42621,No
28713,194459,No
28714,118053,Yes
28715,54413,Yes
28716,67543,Yes
28717,201675,No
28718,4912,No
28719,189,No
28720,188672,No
28721,25059,No
28722,93151,No
28723,59490,No
28724,182004,No
28725,26231,No
28726,178169,Yes
28727,57394,Yes
28728,24899,Yes
28729,120721,No
28730,43951,No
28731,53686,Yes
28732,173706,Yes
28733,85548,Yes
28734,2883,No
28735,43143,Yes
28736,184127,Yes
28737,2954,No
28738,86305,Yes
28739,140682,Yes
28740,148977,No
28741,108739,Yes
28742,46929,No
28743,110932,No
28744,106598,Yes
28745,129725,No
28746,9537,No
28747,208364,No
28748,152720,Yes
28749,52408,Yes
28750,149768,Yes
28751,102249,Yes
28752,205201,No
28753,167303,Yes
28754,157417,Yes
28755,161550,Yes
28756,35338,No
28757,193276,No
28758,118862,No
28759,72487,Yes
28760,99815,Yes
28761,126975,Yes
28762,188005,Yes
28763,30586,No
28764,89749,Yes
28765,199974,No
28766,153628,No
28767,80391,Yes
28768,114150,No
28769,2894,No
28770,161436,No
28771,119265,Yes
28772,87035,No
28773,190127,Yes
28774,117768,No
28775,130912,No
28776,151648,Yes
28777,28013,No
28778,88112,Yes
28779,57680,No
28780,175791,Yes
28781,189579,No
28782,191593,No
28783,31566,Yes
28784,102182,No
28785,93675,No
28786,118574,Yes
28787,183396,Yes
28788,12524,No
28789,111663,No
28790,85383,No
28791,78652,No
28792,67973,No
28793,4525,No
28794,37627,Yes
28795,188450,No
28796,183535,Yes
28797,67713,Yes
28798,61224,No
28799,2887,No
28800,183132,No
28801,18421,No
28802,17387,No
28803,37102,No
28804,75336,Yes
28805,165452,Yes
28806,49739,No
28807,149737,Yes
28808,88578,Yes
28809,34574,Yes
28810,71800,Yes
28811,142008,Yes
28812,90594,Yes
28813,141494,Yes
28814,199002,Yes
28815,34851,Yes
28816,2818,No
28817,24691,No
28818,97427,Yes
28819,190311,No
28820,72414,Yes
28821,2548,No
28822,159414,Yes
28823,141260,Yes
28824,40159,Yes
28825,65340,Yes
28826,120680,No
28827,109027,Yes
28828,161526,No
28829,65346,No
28830,15418,No
28831,16326,No
28832,66078,No
28833,173754,Yes
28834,151562,Yes
28835,141921,Yes
28836,170814,Yes
28837,207180,No
28838,200833,Yes
28839,36108,No
28840,100740,Yes
28841,57268,No
28842,58271,No
28843,17418,No
28844,24312,No
28845,110611,Yes
28846,94498,Yes
28847,49909,No
28848,111329,Yes
28849,80997,Yes
28850,118429,Yes
28851,58356,No
28852,115789,No
28853,136023,Yes
28854,79144,Yes
28855,91124,Yes
28856,192036,No
28857,32918,No
28858,168400,Yes
28859,4295,No
28860,68639,Yes
28861,198006,No
28862,166572,Yes
28863,126153,No
28864,208980,No
28865,29056,No
28866,112548,Yes
28867,67022,Yes
28868,18951,No
28869,107987,No
28870,551,No
28871,132550,No
28872,76168,No
28873,26413,No
28874,147457,Yes
28875,208290,No
28876,88526,Yes
28877,24556,No
28878,132182,No
28879,77753,Yes
28880,133844,No
28881,72903,Yes
28882,110314,No
28883,155991,No
28884,96236,Yes
28885,134714,Yes
28886,175051,Yes
28887,52299,No
28888,181242,No
28889,171858,Yes
28890,10084,No
28891,113400,No
28892,189237,Yes
28893,62194,Yes
28894,201796,No
28895,151337,No
28896,141324,Yes
28897,178123,Yes
28898,105680,No
28899,71954,Yes
28900,41222,Yes
28901,187730,No
28902,13366,No
28903,4749,No
28904,124319,No
28905,133565,Yes
28906,173956,No
28907,3009,No
28908,191494,No
28909,126655,No
28910,181690,Yes
28911,124693,Yes
28912,199685,Yes
28913,84810,Yes
28914,209890,Yes
28915,143213,Yes
28916,185416,No
28917,150989,Yes
28918,177540,Yes
28919,130677,Yes
28920,203826,Yes
28921,31447,Yes
28922,144675,No
28923,113371,Yes
28924,84350,Yes
28925,44750,Yes
28926,20580,No
28927,47748,Yes
28928,104318,No
28929,167435,No
28930,74284,Yes
28931,158732,Yes
28932,182421,No
28933,14256,No
28934,15405,No
28935,40564,Yes
28936,167165,Yes
28937,161598,No
28938,94080,Yes
28939,153391,Yes
28940,34175,Yes
28941,94937,No
28942,207453,Yes
28943,144042,No
28944,149350,No
28945,156467,Yes
28946,27192,No
28947,108223,Yes
28948,164398,No
28949,104975,No
28950,185370,No
28951,115384,No
28952,152140,Yes
28953,145215,No
28954,205582,Yes
28955,122527,No
28956,129565,Yes
28957,90836,Yes
28958,104053,Yes
28959,208167,No
28960,120817,Yes
28961,137820,Yes
28962,111193,No
28963,164246,Yes
28964,103799,Yes
28965,137709,Yes
28966,176715,Yes
28967,76648,Yes
28968,72071,Yes
28969,94733,Yes
28970,160170,Yes
28971,70558,Yes
28972,131390,No
28973,41378,Yes
28974,137565,No
28975,126217,Yes
28976,30627,No
28977,76045,Yes
28978,132352,Yes
28979,35409,No
28980,106130,Yes
28981,106387,No
28982,119289,Yes
28983,100471,No
28984,32392,Yes
28985,127985,No
28986,139884,No
28987,19998,No
28988,61226,No
28989,60972,Yes
28990,167378,Yes
28991,160336,No
28992,117279,Yes
28993,87278,Yes
28994,61958,No
28995,203683,Yes
28996,53612,Yes
28997,183755,No
28998,27731,No
28999,134530,No
29000,146047,Yes
29001,7578,No
29002,85511,Yes
29003,172301,No
29004,83418,No
29005,98225,Yes
29006,12171,No
29007,79627,Yes
29008,102314,Yes
29009,167088,Yes
29010,16526,No
29011,189305,Yes
29012,194694,Yes
29013,8884,No
29014,159044,No
29015,87547,Yes
29016,152553,No
29017,119917,No
29018,183143,No
29019,48055,No
29020,11113,No
29021,35225,Yes
29022,9759,No
29023,83850,Yes
29024,103804,No
29025,2840,No
29026,198283,Yes
29027,150571,No
29028,168769,No
29029,141184,No
29030,62484,No
29031,194539,No
29032,76270,No
29033,14732,No
29034,125314,Yes
29035,892,No
29036,194823,Yes
29037,122790,Yes
29038,108259,Yes
29039,78930,Yes
29040,119362,No
29041,56435,No
29042,127147,No
29043,95216,Yes
29044,33535,No
29045,26104,No
29046,15504,No
29047,114530,No
29048,86219,Yes
29049,85587,Yes
29050,10769,Yes
29051,134132,Yes
29052,122143,Yes
29053,70262,No
29054,96073,No
29055,18257,No
29056,7631,No
29057,185810,Yes
29058,20075,No
29059,170863,Yes
29060,81328,Yes
29061,96158,No
29062,103842,No
29063,121288,No
29064,110983,No
29065,118064,Yes
29066,152223,Yes
29067,73434,Yes
29068,99221,No
29069,209780,Yes
29070,84903,Yes
29071,64349,No
29072,172501,Yes
29073,173390,Yes
29074,148452,Yes
29075,143608,Yes
29076,28045,No
29077,208283,No
29078,112519,Yes
29079,69502,Yes
29080,45900,Yes
29081,151007,Yes
29082,62021,Yes
29083,111990,Yes
29084,188426,No
29085,95447,No
29086,102757,No
29087,201150,Yes
29088,18688,No
29089,73303,No
29090,172973,No
29091,10240,No
29092,125516,No
29093,86121,Yes
29094,177460,Yes
29095,42498,Yes
29096,154655,Yes
29097,182038,No
29098,1098,No
29099,170405,No
29100,167383,Yes
29101,124428,Yes
29102,23624,No
29103,90837,Yes
29104,172978,No
29105,10541,No
29106,58915,No
29107,30180,No
29108,36697,No
29109,5225,No
29110,77488,No
29111,103473,Yes
29112,78517,No
29113,170541,No
29114,152198,Yes
29115,118257,No
29116,122688,Yes
29117,164866,Yes
29118,97015,Yes
29119,158125,Yes
29120,64251,No
29121,69049,No
29122,180741,Yes
29123,72313,Yes
29124,204459,Yes
29125,118844,No
29126,45679,No
29127,90885,Yes
29128,79105,Yes
29129,136034,Yes
29130,156015,No
29131,80996,No
29132,79089,Yes
29133,193742,Yes
29134,11068,No
29135,175079,Yes
29136,2632,No
29137,5256,No
29138,73342,No
29139,17544,No
29140,42203,Yes
29141,113128,Yes
29142,108509,Yes
29143,73568,Yes
29144,171827,Yes
29145,102861,Yes
29146,92242,Yes
29147,44056,Yes
29148,153753,No
29149,127163,Yes
29150,88719,Yes
29151,175065,Yes
29152,191358,No
29153,157368,No
29154,192742,No
29155,44882,Yes
29156,12911,No
29157,88616,Yes
29158,129859,Yes
29159,152917,No
29160,35654,Yes
29161,91549,Yes
29162,134074,Yes
